,url,description,topic,group,method,source,source_type,DS
16,https://dl.acm.org/citation.cfm?id=1028661,"We report here on our progress on a project first described at the ASSETS 2002 conference. At that time, we had developed a prototype system in which a proxy server intermediary was used to adapt Web pages to meet the needs of older adults. Since that report, we field tested …",Failure of Web accessibility,Compliance,Crawler search,Google scholar,Research,YES
17,https://dl.acm.org/citation.cfm?id=2783370,"… In a nutshell, we formulate the spam detection problem as a network classification task on the
user-review-product network. In this task, users are to be classified as spammer or benign,
products as targeted or non-targeted, and reviews as fake or genuine … 
",Fake reviews,Advertising,Crawler search,Google scholar,Research,YES
18,https://dl.acm.org/citation.cfm?id=2070716,"… love”→“like” relationship. With respect to the fundamental issues involved in detecting
fake reviews, an effec- tive system of review spam detection should satisfy the
following orthogonal require- ments. First, the system should … 
",Fake reviews,Advertising,Crawler search,Google scholar,Research,YES
19,https://doi.org/10.1016/j.dss.2016.04.003,Extracting and reasoning about implicit behavioral evidences for detecting fraudulent online transactions in e-Commerce.,General scam & Pishing,Scam (Online Fraud),Crawler search,DBLP,Research,YES
20,https://doi.org/10.1016/j.elerap.2013.01.001,Pricing fraud detection in online shopping malls using a finite mixture model.,General scam & Pishing,Scam (Online Fraud),Crawler search,DBLP,Research,YES
21,https://play.google.com/store/apps/details?id=com.vpn.bestSharkVPN&referrer=utm_source%3D42matters.com%26utm_medium%3Dapi,"When it comes to the Internet's safety and security, Best Shark VPN is an essential tool. It encrypts your connection so that third parties can’t track your online activity, making it more secure than a typical proxy.

We have built a global VPN network included America, Europe, and Asia, and expand to more country soon. Most servers are free to use, you can click the flag and change server as many times as you want.

Why choose Best Shark VPN?
✓ A large number of servers, high-speed bandwidth
✓ Choose apps which using VPN (Android 5.0+ required)
✓ Works with Wi-Fi, LTE/4G, 3G and all mobile data carriers
✓ Strict no-logging policy
✓ Smart choose server
✓ Well-designed UI
✓ No usage and time limit
✓ No registration or configuration required
✓ No additional permissions required

Download Best Shark VPN, the world's fastest secure virtual private network, and enjoy it all!

If Best Shark VPN connect failed, don't worry, you can follow these steps to fix it:
1) Click the flag icon
2) Click the refresh button to check servers
3) Choose the fastest and most stable server to reconnect

Hoping you suggestion and good rating to keep it growing and make it better :-)


VPN related introduction

A virtual private network (VPN) extends a private network across a public network and enables users to send and receive data across shared or public networks as if their computing devices were directly connected to the private network. Applications running across the VPN may, therefore, benefit from the functionality, security, and management of the private network.

Individual Internet users may secure their transactions with a VPN, to circumvent geo-restrictions and censorship, or to connect to proxy servers for the purpose of protecting personal identity and location. However, some Internet sites block access to known VPN technology to prevent the circumvention of their geo-restrictions.

VPNs cannot make online connections completely anonymous, but they can usually increase privacy and security. To prevent disclosure of private information, VPNs typically allow only authenticated remote access using tunneling protocols and encryption techniques.

Mobile virtual private networks are used in settings where an endpoint of the VPN is not fixed to a single IP address but instead roams across various networks such as data networks from cellular carriers or between multiple Wi-Fi access points. Mobile VPNs have been widely used in public safety, where they give law enforcement officers access to mission-critical applications, such as computer-assisted dispatch and criminal databases, while they travel between different subnets of a mobile network.",General scam & Pishing,Scam (Online Fraud),Crawler search,Google play,Software registry,YES
22,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1745-6606.2001.tb00101.x,"… To test the hypotheses regarding consumer concerns about online shopping, it was necessary
first to classify the responses … unsolicited contacts from the online retailer (eg, junk e-mail), and
undisclosed tracking of shop- ping behavior … The third category, Online Retailer Fraud … 
",General scam & Pishing,Scam (Online Fraud),Crawler search,Google scholar,Research,YES
23,https://patents.google.com/patent/US20060059110A1/en,"… a computer, browser and the Internet, millions of world wide consumers can go shopping at any …
The Internet is radically changing the way buyers' shop for goods and services … The information
entered online, go to the central server maintained by the Bank/validation authority … 
",General scam & Pishing,Scam (Online Fraud),Crawler search,Google scholar,Research,YES
24,https://www.inderscienceonline.com/doi/abs/10.1504/EG.2008.019526,"… knowledge enhancement project to gain new insights into offender investigations in law
enforcement … articles prior to making the actual purchase on the shopping cart page … Electronic
Government, an International Journal (2018) (online only): $742.00. Electronic Government, an … 
",General scam & Pishing,Scam (Online Fraud),Crawler search,Google scholar,Research,YES
25,https://www.tandfonline.com/doi/abs/10.1080/10864415.2003.11044270,"… In addition, the possibil- ity of fraud increases significantly on the Internet because of the difficulty
of accounting for the use of services, that … Be- cause of such concerns, customers distrust
e-commerce security … There are far more cellular phone frauds than e-commerce frauds [32 … 
",General scam & Pishing,Scam (Online Fraud),Crawler search,Google scholar,Research,YES
26,https://worldwide.espacenet.com/publicationDetails/biblio?CC=US&NR=8565396&KC=B1&date=20131022&locale=en_EP,A computer-implemented method to detect scam on a communications device is described. An incoming communication is detected at the communications device. A determination is made as to whether a requested response message is detected. The requested response message is analyzed to determine whether the message is suspicious. A response message to the incoming communication is detected. The response message is blocked based on a determination that the requested response message is suspicious.,General scam & Pishing,Scam (Online Fraud),Crawler search,EU Patents Database,Software registry,YES
27,https://patents.google.com/patent/US8831677B2/en,"All-in-one wireless mobile telecommunication devices, methods and systems providing greater customer-control, instant-response anti-fraud/anti-identity theft protections with instant alarm, messaging and secured true-personal identity verifications for numerous …",General scam & Pishing,Scam (Online Fraud),Crawler search,Google scholar,Research,YES
28,https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/mistjintl25&section=22,"GEOBLOCKING REQUIREMENTS IN ONLINE DISTRIBUTION OF COPYRIGHT-PROTECTED 
CONTENT: IMPLICATIONS OF COPYRIGHT ISSUES ON APPLICATION OF EU ANTITRUST 
LAW … II. GEOBLOCKING IN TERRITORIALLY-BASED LICENSING OF COPYRIGHT FOR ONLINE …",Geoblocking,Geoblocking,Crawler search,Google scholar,Research,YES
29,https://patents.google.com/patent/US9015255B2/en,"… H04L67/146—Markers provided for unambiguous identification of a particular session, eg session
identifier, session cookie or URL … H04L67/00—Network-specific arrangements or communication
protocols supporting networked applications; H04L67/22—Tracking the activity of … 
",HTTP Cookies,Advertising,Crawler search,Google scholar,Research,YES
30,https://patents.google.com/patent/US7543740B2/en,"… Authenticating a transaction has several practical uses, including determining a fraudulent
transaction, network analysis, user profiling, user account verification and tracking, network access
provider analysis, and advertising. Further, the cookie of the present invention may be … 
",HTTP Cookies,Advertising,Crawler search,Google scholar,Research,YES
31,https://patents.google.com/patent/US9106691B1/en,"In an embodiment, a computing system, such as a monitoring computer, receives a request from a user to monitor an account of the user with an online service provider. The request may include personal information and user preferences for one or more protective actions …",Identity Theft,Scam (Online Fraud),Crawler search,Google scholar,Research,YES
32,https://worldwide.espacenet.com/publicationDetails/biblio?CC=US&NR=8281129&KC=B1&date=20121002&locale=en_EP,"Fraud and identity theft are enabled by two faulty assumptions about the way that the identity of a person is verified in our society. The first is that someone who demonstrates knowledge of certain items of personal or financial information about a particular person is presumed to be that person. The second assumption, which gives rise to the first assumption, is that these items of information can be kept confidential. Because fraudsters and identity thieves often seek to use their victim's personal and financial information, this invention proposes a direct authentication system and method that does not depend on these assumptions. The proposed method enables businesses to determine whether the customer is truly the person who he says he is by adopting a new “two-factor” authentication technique and authenticating customer's identity utilizing customer's trusted authenticator. A customer's trusted authenticator can be found within the financial services community; in particular, a bank or other financial institution with whom the customer has a trusted relationship, such as a bank account.",Identity Theft,Scam (Online Fraud),Crawler search,EU Patents Database,Software registry,YES
33,https://gitlab.com/mispgl/myofb,"Minimal blocking system for ads, trackers, evil sites, etc",Misleading advertising ,Advertising,Crawler search,Gitlab,Software registry,YES
34,https://play.google.com/store/apps/details?id=com.lkr.fakelocationpro&referrer=utm_source%3D42matters.com%26utm_medium%3Dapi,"If you like our application, upgrade Fake Location (Mock GPS) PRO - Sponsored version!

You will also get a higher PRO exclusive features:
- Professional
-30 record My Favorites
-30 record Location History
- No Advertising

=== Sharing ===
Using false position App, you can disguise your location, tap around the world will be able to Fake Location.
1. Analog seating arrangement in any country Gps coordinates.
2. You have to find their own place in disguise, whether street, the city where they can perform the most accurate positioning false.
3. Transferring false position message to the community LINE, FB, Whatsapp, so you do not easily be tracked.
4. Can check the location GPS position coordinates.
5. Compass, direction accurately caught.
6. The simple user interface, the fastest.
7. My favorite feature, recording place, allowing you quick access.
8. Fake location history.

If you have any questions you can send Mail to us! 
lkr.studio.service@gmail.com",Misleading advertising ,Advertising,Crawler search,Google play,Software registry,YES
35,https://play.google.com/store/apps/details?id=se.christofferalf.webpagemonitor&referrer=utm_source%3D42matters.com%26utm_medium%3Dapi,"Monitor any web page for updates. From a teaser site of a game or a movie, to a school web page with soon to be published exam results, Web Page Monitor is a single place for everything you want to stay on top of. Featuring among other things an easy automatic scheduler and advanced monitoring options for individual web pages.
• Add an unlimited amount of web pages to monitor for any kind of changes, from a single letter to much bigger updates.
• Add a web page to this app directly from the share menu in your browser.
• Check added pages for updates automatically with the built in scheduler. Of course you can do it manually as well.
• The built in scheduler allows you to check all added web pages at once, several times an hour or once a day, and alerts you with a notification, should any web page changes be found.
• Customize the ringtone, vibration, and notification light of the automatic update notification.
• Easy access to all added web pages with a button to open in a browser.
• Fine tune how individual web pages should be monitored. Alert at the tiniest change, or ignore updates such as varying advertising to avoid false alarms.
• Completely free with no advertising!",Misleading advertising ,Advertising,Crawler search,Google play,Software registry,YES
36,https://www.jmir.org/2011/3/e64,"… 16]. The trend remained, with 80% (16/20) of the top 20 products either advertising
or linking to illegal online drug sellers using eDTCA 2.0 tools (Table 3). Most included
graphical advertisements and direct links to illicit sellers … 
",Misleading advertising ,Advertising,Crawler search,Google scholar,Research,YES
37,https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/nylr81&section=23,"Every year tens of thousands of nonhuman animals1 are tortured and killed in the United States to test cosmetics, despite the existence of many effective nonanimal testing procedures. Two animal tests used for cosmetic products are the Draize eye and skin …",Misleading advertising ,Advertising,Crawler search,Google scholar,Research,YES
38,https://dl.acm.org/citation.cfm?id=1529575,"… The specific algorithms will be presented in Section 4. 3.1 Rating Aggregator Overview The rating
aggregation process contains four steps … 4. ALGORITHM DESCRIPTION … from day k to day k
−1, and λ2 is the arrival rate per day from day k to day k + 2D − 1. To detect the arrival … 
",Personal pricing,Price Transparency Issues,Crawler search,Google scholar,Research,YES
39,https://www.econstor.eu/handle/10419/181294,"… product than Windows users). Since the input approach requires access to the pricing algorithms …
Most studies choose this procedure to detect price discrimination (Hannak et … automatically
retrieving the prices with the help of an algorithm, one has to make sure that the … 
",Personal pricing,Price Transparency Issues,Crawler search,Google scholar,Research,YES
40,http://arxiv.org/abs/1408.1993v1,"Malicious websites are a major cyber attack vector, and effective detection
of them is an important cyber defense task. The main defense paradigm in this
regard is that the defender uses some kind of machine learning algorithms to
train a detection model, which is then used to classify websites in question.
Unlike other settings, the following issue is inherent to the problem of
malicious websites detection: the attacker essentially has access to the same
data that the defender uses to train its detection models. This 'symmetry' can
be exploited by the attacker, at least in principle, to evade the defender's
detection models. In this paper, we present a framework for characterizing the
evasion and counter-evasion interactions between the attacker and the defender,
where the attacker attempts to evade the defender's detection models by taking
advantage of this symmetry. Within this framework, we show that an adaptive
attacker can make malicious websites evade powerful detection models, but
proactive training can be an effective counter-evasion defense mechanism. The
framework is geared toward the popular detection model of decision tree, but
can be adapted to accommodate other classifiers.",Price discrimination,Price Transparency Issues,Crawler search,Arxiv,Research,YES
41,http://arxiv.org/abs/1711.06955v1,"Web spam is a big problem for search engine users in World Wide Web. They use
deceptive techniques to achieve high rankings. Although many researchers have
presented the different approach for classification and web spam detection
still it is an open issue in computer science. Analyzing and evaluating these
websites can be an effective step for discovering and categorizing the features
of these websites. There are several methods and algorithms for detecting those
websites, such as decision tree algorithm. In this paper, we present a
systematic framework based on CHAID algorithm and a modified string matching
algorithm (KMP) for extract features and analysis of these websites. We
evaluated our model and other methods with a dataset of Alexa Top 500 Global
Sites and Bing search engine results in 500 queries.",Price discrimination,Price Transparency Issues,Crawler search,Arxiv,Research,YES
42,http://arxiv.org/abs/1903.11469,Towards hybrid price discrimination via neighbours properties in network-driven economy.,Price discrimination,Price Transparency Issues,Crawler search,DBLP,Research,YES
43,https://github.com/rodcoelho/dotfiles,Ethnographic Price Discrimination - spins up and configures virtual machines in different geographic locations to find differences in flight prices,Price discrimination,Price Transparency Issues,Crawler search,Github,Software registry,YES
44,https://gitlab.com/MathewTyler/evercookie,"Produces persistent, respawning ""super"" cookies in a browser, abusing over a dozen techniques. Its goal is to identify users after they've removed standard cookies and other privacy data such as Flash cookies (LSOs), HTML5 storage, SilverLight storage, and others.",VPN,Geoblocking,Crawler search,Gitlab,Software registry,YES
45,https://play.google.com/store/apps/details?id=com.codefy.beacons&referrer=utm_source%3D42matters.com%26utm_medium%3Dapi,"View all the Bluetooth beacons around you as you pass by them or stand near them, in a beautiful interface. Bluetooth Low Energy beacons are starting to appear everywhere: shops, cafeterias, malls, stadiums, museums, and many other venues. This app gives you a glimpse of what is actually immediately close to you. Unlike other similar apps, you have all the details that you'll ever need about any type of beacon that is around you, or was recently.

Quickly detect and see details about any beacon around you, using the best beacon Android scanner around. No matter what iBeacon or Eddystone beacon is around you (Estimote, Kontakt, RECO, OnyxBeacon, or any other kind of model), this app will find it instantly.

Easily view all the details that you need about each detected beacon, including:
- for Physical Web (Eddystone) beacons: view the broadcasted URL or UID, and tap to open it in your browser
- for iBeacon-compatible devices: major ID, minor ID, and Proximity UUID
- device name and beacon proximity, updated in real-time
- average signal strength (RSSI) during the last few seconds
- Measured Power level; MAC address
- number of RSSI samples received from the beacon over the last few seconds
- when the beacon was last seen by your device

Special features: notification alert when a new beacon is found; all beacons are sorted automatically by distance; the beacon scanning is running automatically as long as the app is not manually shutdown from the running apps list.

What's a beacon?
A beacon is a tiny Bluetooth 4.0 Low Energy device that can be detected by a compatible smartphone device from up to 50 meters away, without any need to pair or connect to it. Detecting beacons is very battery-friendly, unlike GPS. This allows proximity-aware applications to react differently for each beacon it finds, depending on the beacon and the application.

This application uses our custom Android beacon detection library, which we are working on since 2014. 
Beacon Monitor uses OneBeacon - http://onebeacon.io , our universal beacon platform that can make your app quickly interact with any type of Bluetooth Low Energy beacon.

Tags: Eddystone, iBeacon, uribeacon, physical web, beacon, estimote, kontakt, onyx, bluetooth, BLE scanner, ble 4.0, beacon detect, beacon scan.",Web beacon tracker,Advertising,Crawler search,Google play,Software registry,YES
46,https://play.google.com/store/apps/details?id=com.linetra.txeddystone_url&referrer=utm_source%3D42matters.com%26utm_medium%3Dapi,"This app acts as a Eddystone URL beacon (Physical Web). You can specify a custom URL to broadcast. You will need a device which supports BLE (Bluetooth Low Energy) peripheral mode.

Source code available at https://github.com/ivivek/TxEddystone-URL",Web beacon tracker,Advertising,Crawler search,Google play,Software registry,YES
47,https://worldwide.espacenet.com/publicationDetails/biblio?CC=US&NR=8990291&KC=B2&date=20150324&locale=en_EP,"In a server-client system, a server provides a Web site and a function to record access logs using Web beacon technology, and a client terminal communicable with the server includes a browser to execute JavaScript by dynamically embedding a 1-pixel image file that is dynamically added with a random parameter to a source of a <img> tag element in a <div> tag element. The random parameter may include at least current time data acquired in the client terminal. The server may read the requested 1-pixel image file from the Web site, and transfer the 1-pixel image file in HTML to the client terminal, and concurrently record a log including the random parameter in addition to information recordable by the Web beacon technology.",Web beacon tracker,Advertising,Crawler search,EU Patents Database,Software registry,YES
48,http://arxiv.org/abs/1902.02484v1,"IoT devices are increasingly being implicated in cyber-attacks, raising
community concern about the risks they pose to critical infrastructure,
corporations, and citizens. In order to reduce this risk, the IETF is pushing
IoT vendors to develop formal specifications of the intended purpose of their
IoT devices, in the form of a Manufacturer Usage Description (MUD), so that
their network behavior in any operating environment can be locked down and
verified rigorously. This paper aims to assist IoT manufacturers in developing
and verifying MUD profiles, while also helping adopters of these devices to
ensure they are compatible with their organizational policies and track devices
network behavior based on their MUD profile. Our first contribution is to
develop a tool that takes the traffic trace of an arbitrary IoT device as input
and automatically generates the MUD profile for it. We contribute our tool as
open source, apply it to 28 consumer IoT devices, and highlight insights and
challenges encountered in the process. Our second contribution is to apply a
formal semantic framework that not only validates a given MUD profile for
consistency, but also checks its compatibility with a given organizational
policy. We apply our framework to representative organizations and selected
devices, to demonstrate how MUD can reduce the effort needed for IoT acceptance
testing. Finally, we show how operators can dynamically identify IoT devices
using known MUD profiles and monitor their behavioral changes on their network.",Behavioural tracking,Advertising,Crawler search,Arxiv,Research,YES
49,http://arxiv.org/abs/1407.0697v1,"SLA (Service level agreement) is defined by an organization to fulfil its
client requirements, the time within which the deliverables should be turned
over to the clients. Tracking of SLA can be done manually by checking the
status, priority of any particular task. Manual SLA tracking takes time as one
has to go over each and every task that needs to be completed. For instance,
you ordered a product from a website and you are not happy with the quality of
the product and want to replace the same on urgent basis, You send mail to the
customer support department, the query/complaint will be submitted in a queue
and will be processed basis of its priority and urgency (The SLA for responding
back to customers concern are listed in the policy). This online SLA tracking
system will ensure that no queries/complaints are missed and are processed in
an organized manner as per their priority and the date by when it should be
handled. The portal will provide the status of the complaints for that
particular day and the ones which have been pending since last week. The
information can be refreshed as per the client need (within what time frame the
complaint should be addressed).",Behavioural tracking,Advertising,Crawler search,Arxiv,Research,YES
50,https://doi.org/10.1016/j.engappai.2013.01.003,Combining eye-tracking technologies with web usage mining for identifying Website Keyobjects.,Behavioural tracking,Advertising,Crawler search,DBLP,Research,YES
51,https://worldwide.espacenet.com/publicationDetails/biblio?CC=US&NR=8452832&KC=B2&date=20130528&locale=en_EP,"An improved system and method for web destination profiling for online population-targeted advertising is provided. A web destination profiler may be provided for generating web destination profiles. Traffic may be analyzed at a particular web destination in order to understand the population visiting the web destination. The analysis of user traffic, including differentiated clickstream data, may be applied for determining known characteristics of a web destination profile. Moreover, unknown characteristics of a web destination profile may be determined using a variety of techniques including inferring characteristics by modeling traffic flow through other web destinations, estimating characteristics from other web destination profiles by predicting traffic flow through other web destinations, propagating characteristics to a web destination profile by smoothing a joint distribution of characteristics of other web destination profiles, and so forth. Web destination profiles may be used by applications such as an online application for population-targeted advertising.",Behavioural tracking,Advertising,Crawler search,EU Patents Database,Software registry,YES
52,https://worldwide.espacenet.com/publicationDetails/biblio?CC=US&NR=8712838&KC=B2&date=20140429&locale=en_EP,"A method for serving a web page begins by storing a set of location-specific page elements. In response to a request for the web page from a client browser, a control routine parses the request to locate a geographic location data string identifying a location of the client browser that has made the request. The geographic location data string may be generated at the client browser in a number of different ways, e.g., by a Global Positioning System (GPS) receiver coupled to the client computer. At the server, the web page is built dynamically using the geographic location data string to select a given one of the set of location-specific page elements and, preferably, an element having content associated with a physical location in proximity to the location of the client browser. The web page is then served in response to the request. In this way, targeted advertising or other page content is included in the web page as a function of the client browser location.",Behavioural tracking,Advertising,Crawler search,EU Patents Database,Software registry,YES
53,http://arxiv.org/abs/1802.02507v1,"Third-party networks collect vast amounts of data about users via web sites
and mobile applications. Consolidations among tracker companies can
significantly increase their individual tracking capabilities, prompting
scrutiny by competition regulators. Traditional measures of market share, based
on revenue or sales, fail to represent the tracking capability of a tracker,
especially if it spans both web and mobile. This paper proposes a new approach
to measure the concentration of tracking capability, based on the reach of a
tracker on popular websites and apps. Our results reveal that tracker
prominence and parent-subsidiary relationships have significant impact on
accurately measuring concentration.",Behavioural tracking,Advertising,Crawler search,Arxiv,Research,YES
